MSG,4,111,11111,AC820F,111111,2019/04/14,15:17:03.070,2019/04/14,15:17:03.046,,,297,89,,,-1408,,,,,0
MSG,4,111,11111,ABE924,111111,2019/04/14,15:17:03.217,2019/04/14,15:17:03.178,,,198,149,,,64,,,,,0
MSG,3,111,11111,ABE924,111111,2019/04/14,15:17:03.427,2019/04/14,15:17:03.372,,12275,,,33.63003,-84.65034,,,,,,0
MSG,4,111,11111,AC820F,111111,2019/04/14,15:17:03.470,2019/04/14,15:17:03.437,,,297,89,,,-1408,,,,,0
MSG,5,111,11111,AC8D30,111111,2019/04/14,15:17:03.621,2019/04/14,15:17:03.571,,8800,,,,,,,0,,0,0
MSG,5,111,11111,AC8D30,111111,2019/04/14,15:17:03.722,2019/04/14,15:17:03.700,,8775,,,,,,,0,,0,0
MSG,4,111,11111,AC8D30,111111,2019/04/14,15:17:03.730,2019/04/14,15:17:03.702,,,285,89,,,-1216,,,,,0
MSG,4,111,11111,ABE924,111111,2019/04/14,15:17:04.047,2019/04/14,15:17:04.029,,,198,149,,,64,,,,,0
MSG,4,111,11111,AC8D30,111111,2019/04/14,15:17:04.160,2019/04/14,15:17:04.157,,,285,89,,,-1216,,,,,0
MSG,3,111,11111,AC820F,111111,2019/04/14,15:17:04.400,2019/04/14,15:17:04.359,,11725,,,33.72900,-84.52984,,,,,,0
MSG,4,111,11111,ABE924,111111,2019/04/14,15:17:04.477,2019/04/14,15:17:04.424,,,198,149,,,64,,,,,0
MSG,3,111,11111,ABE924,111111,2019/04/14,15:17:04.497,2019/04/14,15:17:04.485,,12275,,,33.62915,-84.64972,,,,,,0
MSG,3,111,11111,AC820F,111111,2019/04/14,15:17:04.829,2019/04/14,15:17:04.815,,11700,,,33.72900,-84.52915,,,,,,0
MSG,4,111,11111,ABE924,111111,2019/04/14,15:17:04.877,2019/04/14,15:17:04.877,,,198,149,,,64,,,,,0
MSG,4,111,11111,AB3C61,111111,2019/04/14,15:17:05.022,2019/04/14,15:17:05.011,,,253,282,,,2304,,,,,0
MSG,3,111,11111,ABE924,111111,2019/04/14,15:17:05.077,2019/04/14,15:17:05.076,,12275,,,33.62874,-84.64943,,,,,,0
MSG,3,111,11111,AC8D30,111111,2019/04/14,15:17:05.180,2019/04/14,15:17:05.144,,8750,,,33.73338,-84.34585,,,,,,0
MSG,1,111,11111,ABE924,111111,2019/04/14,15:17:05.517,2019/04/14,15:17:05.469,DAL296  ,,,,,,,,,,,0
MSG,3,111,11111,ABE924,111111,2019/04/14,15:17:05.557,2019/04/14,15:17:05.535,,12275,,,33.62833,-84.64915,,,,,,0
MSG,4,111,11111,ABE924,111111,2019/04/14,15:17:05.816,2019/04/14,15:17:05.797,,,198,149,,,64,,,,,0
MSG,4,111,11111,AC820F,111111,2019/04/14,15:17:05.930,2019/04/14,15:17:05.927,,,298,88,,,-1408,,,,,0
MSG,3,111,11111,ABE924,111111,2019/04/14,15:17:06.037,2019/04/14,15:17:05.996,,12275,,,33.62791,-84.64887,,,,,,0
MSG,4,111,11111,ABE924,111111,2019/04/14,15:17:06.247,2019/04/14,15:17:06.195,,,198,149,,,64,,,,,0
MSG,5,111,11111,ABE924,111111,2019/04/14,15:17:06.319,2019/04/14,15:17:06.319,,12275,,,,,,,0,,0,0
MSG,5,111,11111,AC820F,111111,2019/04/14,15:17:06.351,2019/04/14,15:17:06.323,,11675,,,,,,,0,,0,0
MSG,3,111,11111,AC820F,111111,2019/04/14,15:17:06.399,2019/04/14,15:17:06.384,,11675,,,33.72905,-84.52652,,,,,,0
MSG,1,111,11111,A03210,111111,2019/04/14,15:17:06.540,2019/04/14,15:17:06.518,N111Y   ,,,,,,,,,,,0
MSG,5,111,11111,ABE924,111111,2019/04/14,15:17:06.700,2019/04/14,15:17:06.653,,12275,,,,,,,0,,0,0
MSG,4,111,11111,ABE924,111111,2019/04/14,15:17:07.097,2019/04/14,15:17:07.046,,,198,149,,,64,,,,,0
MSG,3,111,11111,ABE924,111111,2019/04/14,15:17:07.297,2019/04/14,15:17:07.244,,12275,,,33.62692,-84.64817,,,,,,0
MSG,5,111,11111,AC820F,111111,2019/04/14,15:17:07.336,2019/04/14,15:17:07.305,,11650,,,,,,,0,,0,0
MSG,3,111,11111,AC820F,111111,2019/04/14,15:17:07.429,2019/04/14,15:17:07.372,,11650,,,33.72910,-84.52486,,,,,,0
MSG,3,111,11111,ABE924,111111,2019/04/14,15:17:07.698,2019/04/14,15:17:07.696,,12275,,,33.62659,-84.64794,,,,,,0
MSG,3,111,11111,AC820F,111111,2019/04/14,15:17:07.940,2019/04/14,15:17:07.897,,11625,,,33.72910,-84.52406,,,,,,0
MSG,3,111,11111,AC8D30,111111,2019/04/14,15:17:08.020,2019/04/14,15:17:07.964,,8700,,,33.73338,-84.34142,,,,,,0
